"Wijken en buurten";"Regioaanduiding/Gemeentenaam (naam)";"Regioaanduiding/Soort regio (omschrijving)";"Regioaanduiding/Codering (code)";"Regioaanduiding/Indelingswijziging wijken en buurten (code)";"Verkeer en vervoer/Afstand tot oprit hoofdverkeersweg (km)";"Verkeer en vervoer/Treinstations/Afstand tot treinstations totaal (km)";"Verkeer en vervoer/Treinstations/Afstand tot belangrijk overstapstation (km)"
"Wijdemeren";"Wijdemeren                              ";"Gemeente  ";"GM1696    ";"1";2,3;6,3;6,9
"Wijk 00 's-Graveland";"Wijdemeren                              ";"Wijk      ";"WK169600  ";"1";1,3;4,9;5,4
"'s-Graveland";"Wijdemeren                              ";"Buurt     ";"BU16960000";"1";1,3;4,9;5,4
"Wijk 01 Kortenhoef";"Wijdemeren                              ";"Wijk      ";"WK169601  ";"1";2,3;5,8;5,8
"Oud-Kortenhoef";"Wijdemeren                              ";"Buurt     ";"BU16960100";"1";1,3;7,1;7,1
"Rade, Oranjebuurt, Munniksveen e.o.";"Wijdemeren                              ";"Buurt     ";"BU16960101";"1";2,4;5,6;5,6
"Moleneind";"Wijdemeren                              ";"Buurt     ";"BU16960102";"1";0,8;8,5;8,5
"Kromme Rade";"Wijdemeren                              ";"Buurt     ";"BU16960103";"1";0,6;7;7
"Wijk 02 Ankeveen";"Wijdemeren                              ";"Wijk      ";"WK169602  ";"1";1,5;6;7,9
"Ankeveen";"Wijdemeren                              ";"Buurt     ";"BU16960200";"1";1,1;6,2;8,2
"Ankeveense Rade";"Wijdemeren                              ";"Buurt     ";"BU16960201";"1";1,6;5,9;7,8
"Hollandsch Ankeveen";"Wijdemeren                              ";"Buurt     ";"BU16960202";"1";0,6;5,6;7,6
"Wijk 03 Loosdrecht";"Wijdemeren                              ";"Wijk      ";"WK169603  ";"1";1,3;7,5;7,8
"Oud-Loosdrecht";"Wijdemeren                              ";"Buurt     ";"BU16960300";"1";1,3;7,5;7,8
"Wijk 04 Nieuw-Loosdrecht";"Wijdemeren                              ";"Wijk      ";"WK169604  ";"1";3,5;4,7;5,7
"Nieuw-Loosdrechtsedijk";"Wijdemeren                              ";"Buurt     ";"BU16960400";"1";3,4;4,5;5,5
"Muijeveld";"Wijdemeren                              ";"Buurt     ";"BU16960401";"1";7,1;9;10,3
"Boomhoek";"Wijdemeren                              ";"Buurt     ";"BU16960402";"1";6,4;7,4;8,6
"Wijk 05 Breukeleveen";"Wijdemeren                              ";"Wijk      ";"WK169605  ";"1";5,6;8,3;11,8
"Breukeleveen";"Wijdemeren                              ";"Buurt     ";"BU16960500";"1";5,6;8,3;11,8
"Wijk 06 Nederhorst den Berg";"Wijdemeren                              ";"Wijk      ";"WK169606  ";"1";1,5;9;9,1
"Horn- en Kuijerpolder";"Wijdemeren                              ";"Buurt     ";"BU16960601";"1";2;8,5;8,5
"Blijkpolder";"Wijdemeren                              ";"Buurt     ";"BU16960602";"1";1,5;9;9
"Horstermeer";"Wijdemeren                              ";"Buurt     ";"BU16960603";"1";2,1;8,7;9,6
"Splegelpolder";"Wijdemeren                              ";"Buurt     ";"BU16960604";"1";0,9;9,3;9,3
"Wijk bij Duurstede";"Wijk bij Duurstede                      ";"Gemeente  ";"GM0352    ";"1";1,7;10,7;21,7
"Wijk 00 Wijk bij Duurstede";"Wijk bij Duurstede                      ";"Wijk      ";"WK035200  ";"1";1,9;11,3;22,6
"Binnenstad";"Wijk bij Duurstede                      ";"Buurt     ";"BU03520000";"1";2,4;12,2;23,1
"De Engk";"Wijk bij Duurstede                      ";"Buurt     ";"BU03520001";"1";2,2;11,5;22,9
"Frankenhof";"Wijk bij Duurstede                      ";"Buurt     ";"BU03520002";"1";1,6;11,8;22,3
"De Heul";"Wijk bij Duurstede                      ";"Buurt     ";"BU03520003";"1";1,4;11,4;22,2
"Noorderwaard-Noord";"Wijk bij Duurstede                      ";"Buurt     ";"BU03520004";"1";1,5;12,1;22,2
"Noorderwaard-Zuid";"Wijk bij Duurstede                      ";"Buurt     ";"BU03520005";"1";1,7;12,1;22,4
"De Horden Stenen en Ovens";"Wijk bij Duurstede                      ";"Buurt     ";"BU03520006";"1";1,9;10,5;22,6
"De Horden Rivieren";"Wijk bij Duurstede                      ";"Buurt     ";"BU03520007";"1";2,6;10,2;23,3
"De Horden Schepen";"Wijk bij Duurstede                      ";"Buurt     ";"BU03520008";"1";2,7;10,6;23,4
"De Horden Parckwijk";"Wijk bij Duurstede                      ";"Buurt     ";"BU03520009";"1";2,6;10,7;23,3
"Bedrijventerrein Broekweg & Langshaven";"Wijk bij Duurstede                      ";"Buurt     ";"BU03520010";"1";3,1;10,5;23,3
"De Geer";"Wijk bij Duurstede                      ";"Buurt     ";"BU03520011";"1";0,9;11,3;21,6
"Wijk 01 Landelijk gebied";"Wijk bij Duurstede                      ";"Wijk      ";"WK035201  ";"1";3,1;10,3;23,1
"Buitengebied Wijk bij Duurstede";"Wijk bij Duurstede                      ";"Buurt     ";"BU03520100";"1";2,5;11,4;22,5
"Buitengeb. ten Z. v. Amsterdam-Rijnkanaa";"Wijk bij Duurstede                      ";"Buurt     ";"BU03520101";"1";4,4;8,3;24,2
"Wijk 02 Cothen";"Wijk bij Duurstede                      ";"Wijk      ";"WK035202  ";"1";1;10;19,6
"Cothen";"Wijk bij Duurstede                      ";"Buurt     ";"BU03520200";"1";0,8;10;19,6
"Buitengebied Cothen";"Wijk bij Duurstede                      ";"Buurt     ";"BU03520201";"1";2;9,8;19,5
"Wijk 03 Langbroek";"Wijk bij Duurstede                      ";"Wijk      ";"WK035203  ";"1";0,7;8,2;17,8
"Langbroek";"Wijk bij Duurstede                      ";"Buurt     ";"BU03520300";"1";0,2;7,7;17,3
"Buitengebied Langbroek";"Wijk bij Duurstede                      ";"Buurt     ";"BU03520301";"1";2;9,4;19,1
"Winterswijk";"Winterswijk                             ";"Gemeente  ";"GM0294    ";"1";1,2;2,2;38,5
"Wijk 00 Stad";"Winterswijk                             ";"Wijk      ";"WK029400  ";"1";1;1,5;38,3
"Centrale deel";"Winterswijk                             ";"Buurt     ";"BU02940000";"1";1,1;0,7;38,3
"Winterswijk-Zuidwest";"Winterswijk                             ";"Buurt     ";"BU02940001";"1";0,6;1;39,3
"Winterswijk-Noordwest";"Winterswijk                             ";"Buurt     ";"BU02940002";"1";1;1,7;37,7
"Winterswijk-Noordoost";"Winterswijk                             ";"Buurt     ";"BU02940003";"1";1,1;1,9;37,8
"Winterswijk-Zuidoost";"Winterswijk                             ";"Buurt     ";"BU02940004";"1";1;1,6;38,9
"Wijk 01 Land";"Winterswijk                             ";"Wijk      ";"WK029401  ";"1";2,1;5,2;39,3
"Meddo";"Winterswijk                             ";"Buurt     ";"BU02940100";"1";3,4;6,1;33
"Kotten";"Winterswijk                             ";"Buurt     ";"BU02940101";"1";0,5;5,2;42,5
"Miste";"Winterswijk                             ";"Buurt     ";"BU02940102";"1";0,2;5,1;43
"Verspr.h. Brinkheurne en omgeving";"Winterswijk                             ";"Buurt     ";"BU02940103";"1";0,9;3,5;40,3
"Verspreide huizen Meddo";"Winterswijk                             ";"Buurt     ";"BU02940104";"1";3,5;6,6;33,3
"Verspr.h. ten noorden van Winterswijk";"Winterswijk                             ";"Buurt     ";"BU02940105";"1";1;3,7;35,7
"Verspreide huizen Ratum, Henxel, Huppel";"Winterswijk                             ";"Buurt     ";"BU02940106";"1";1,9;5,5;39,4
"Verspreide huizen Kotten";"Winterswijk                             ";"Buurt     ";"BU02940107";"1";1,4;6,2;43,4
"Woold";"Winterswijk                             ";"Buurt     ";"BU02940108";"1";3,7;5,2;43,2
"Verspreide huizen Miste";"Winterswijk                             ";"Buurt     ";"BU02940109";"1";1,2;5,7;43,5
"Verspreide huizen Corle en omgeving";"Winterswijk                             ";"Buurt     ";"BU02940120";"1";1,2;3,4;39,7
"Verspreide huizen Woold";"Winterswijk                             ";"Buurt     ";"BU02940121";"1";3,4;5,6;43,6
"Woensdrecht";"Woensdrecht                             ";"Gemeente  ";"GM0873    ";"1";1,4;11,2;20
"Wijk 00 Hoogerheide en Woensdrecht";"Woensdrecht                             ";"Wijk      ";"WK087300  ";"1";1;8,5;18,7
"Hoogerheide";"Woensdrecht                             ";"Buurt     ";"BU08730000";"1";1;8,8;18,4
"Woensdrecht";"Woensdrecht                             ";"Buurt     ";"BU08730001";"1";1,5;8,4;19,8
"Hoogerheide-Noord";"Woensdrecht                             ";"Buurt     ";"BU08730002";"1";0,8;7,8;18,9
"Industrieterrein De Kooy";"Woensdrecht                             ";"Buurt     ";"BU08730003";"1";0,7;10,1;16,8
"Verspreide huizen Woensdrecht";"Woensdrecht                             ";"Buurt     ";"BU08730008";"1";2,9;9;21,5
"Verspreide huizen Hoogerheide";"Woensdrecht                             ";"Buurt     ";"BU08730009";"1";0,7;8,5;18
"Wijk 01 Huijbergen";"Woensdrecht                             ";"Wijk      ";"WK087301  ";"1";2,9;11,1;15,3
"Huijbergen";"Woensdrecht                             ";"Buurt     ";"BU08730100";"1";2,9;11;15,2
"Eiland";"Woensdrecht                             ";"Buurt     ";"BU08730101";"1";2;11,6;15,9
"Verspr.h. ten zuiden van Huijbergen";"Woensdrecht                             ";"Buurt     ";"BU08730108";"1";3,7;12,1;16,3
"Verspr.h. ten noorden van Huijbergen";"Woensdrecht                             ";"Buurt     ";"BU08730109";"1";3,2;10,2;14,5
"Wijk 02 Ossendrecht";"Woensdrecht                             ";"Wijk      ";"WK087302  ";"1";1,9;12,3;20,8
"Ossendrecht";"Woensdrecht                             ";"Buurt     ";"BU08730200";"1";2,1;12,4;20,9
"Calfven";"Woensdrecht                             ";"Buurt     ";"BU08730201";"1";1,9;10,1;20,2
"Verspr.h. ten westen van Ossendrecht";"Woensdrecht                             ";"Buurt     ";"BU08730208";"1";4;12,8;22,9
"Verspr.h. ten oosten van Ossendrecht";"Woensdrecht                             ";"Buurt     ";"BU08730209";"1";1;12,9;20,7
"Wijk 03 Putte";"Woensdrecht                             ";"Wijk      ";"WK087303  ";"1";1,1;17,6;25
"Putte";"Woensdrecht                             ";"Buurt     ";"BU08730300";"1";1,1;17,6;25
"Verspreide huizen Putte";"Woensdrecht                             ";"Buurt     ";"BU08730309";"1";1,3;17,2;24,5
"Woerden";"Woerden                                 ";"Gemeente  ";"GM0632    ";"1";1,5;3;3,3
"Wijk 01 Woerden-Midden";"Woerden                                 ";"Wijk      ";"WK063201  ";"1";1,4;1,6;1,6
"Binnenstad";"Woerden                                 ";"Buurt     ";"BU06320101";"1";1,9;1,1;1,1
"Bloemen- en Bomenkwartier";"Woerden                                 ";"Buurt     ";"BU06320102";"1";1,7;1,7;1,7
"Bedrijventerrein Honthorst";"Woerden                                 ";"Buurt     ";"BU06320103";"1";1,8;1,7;1,7
"Staatsliedenkwartier";"Woerden                                 ";"Buurt     ";"BU06320104";"1";1,2;1,2;1,2
"Vogelkwartier";"Woerden                                 ";"Buurt     ";"BU06320105";"1";1,3;1;1
"Schilderskwartier";"Woerden                                 ";"Buurt     ";"BU06320106";"1";1,3;2,2;2,2
"Wijk 02 Woerden-West";"Woerden                                 ";"Wijk      ";"WK063202  ";"1";2;3,3;3,3
"Bedrijventerrein Barwoutswaarder";"Woerden                                 ";"Buurt     ";"BU06320201";"1";2,5;3,4;3,4
"Molenvliet-West";"Woerden                                 ";"Buurt     ";"BU06320202";"1";2,2;3,6;3,6
"Molenvliet-Oost";"Woerden                                 ";"Buurt     ";"BU06320203";"1";1,6;2,9;2,9
"Kromwijk";"Woerden                                 ";"Buurt     ";"BU06320204";"1";0,6;2,6;2,6
"Wijk 03 Woerden-Oost";"Woerden                                 ";"Wijk      ";"WK063203  ";"1";1,2;2,3;2,3
"Middelland-Noord";"Woerden                                 ";"Buurt     ";"BU06320301";"1";1,1;1;1
"Middelland-Zuid";"Woerden                                 ";"Buurt     ";"BU06320302";"1";;;
"Snel en Polanen";"Woerden                                 ";"Buurt     ";"BU06320303";"1";1,1;2,1;2,1
"Bedrijventerrein Polanen";"Woerden                                 ";"Buurt     ";"BU06320304";"1";0,4;2,3;2,3
"Waterrijk";"Woerden                                 ";"Buurt     ";"BU06320305";"1";1,4;2,9;2,9
"Wijk 04 Buitengebied Woerden-West";"Woerden                                 ";"Wijk      ";"WK063204  ";"1";0,9;4,5;4,5
"Rietveld";"Woerden                                 ";"Buurt     ";"BU06320401";"1";0,6;4,3;4,3
"Barwoutswaarder";"Woerden                                 ";"Buurt     ";"BU06320402";"1";2,3;5,2;5,2
"Wijk 05 Buitengebied Woerden-Oost";"Woerden                                 ";"Wijk      ";"WK063205  ";"1";0,7;3,2;3,2
"Geestdorp";"Woerden                                 ";"Buurt     ";"BU06320501";"1";0,2;2,8;2,8
"Breeveld";"Woerden                                 ";"Buurt     ";"BU06320502";"1";0,7;3,3;3,3
"Cattenbroek";"Woerden                                 ";"Buurt     ";"BU06320503";"1";1,2;3,7;3,7
"Wijk 06 Harmelen";"Woerden                                 ";"Wijk      ";"WK063206  ";"1";1,1;5,2;7
"Harmelen-Noord (dorp)";"Woerden                                 ";"Buurt     ";"BU06320601";"1";0,7;5,2;6,6
"Harmelen-Zuid (dorp)";"Woerden                                 ";"Buurt     ";"BU06320602";"1";1,2;5,3;7,2
"Putkop";"Woerden                                 ";"Buurt     ";"BU06320603";"1";0,3;5,4;5,4
"Buitengebied Harmelen";"Woerden                                 ";"Buurt     ";"BU06320604";"1";1,7;4,2;7,7
"Reijerscop";"Woerden                                 ";"Buurt     ";"BU06320605";"1";3,1;6,9;9,6
"Gerverscop";"Woerden                                 ";"Buurt     ";"BU06320606";"1";1,9;5,4;6,6
"Wijk 07 Kamerik";"Woerden                                 ";"Wijk      ";"WK063207  ";"1";0,8;4,1;4,1
"Kamerik (dorp)";"Woerden                                 ";"Buurt     ";"BU06320701";"1";0,5;3,5;3,5
"Kanis";"Woerden                                 ";"Buurt     ";"BU06320702";"1";1,8;4,9;4,9
"Buitengebied Kamerik";"Woerden                                 ";"Buurt     ";"BU06320703";"1";1,2;5,2;5,2
"Wijk 08 Zegveld";"Woerden                                 ";"Wijk      ";"WK063208  ";"1";4,3;7,1;7,2
"Zegveld (dorp)";"Woerden                                 ";"Buurt     ";"BU06320801";"1";4,3;6,9;6,9
"Buitengebied Zegveld";"Woerden                                 ";"Buurt     ";"BU06320802";"1";4,3;7,7;7,9
"De Wolden";"De Wolden                               ";"Gemeente  ";"GM1690    ";"1";2,5;9,7;14,8
"Wijk 00 Zuidwolde";"De Wolden                               ";"Wijk      ";"WK169000  ";"1";1,6;9,2;18,5
"Zuidwolde kern";"De Wolden                               ";"Buurt     ";"BU16900000";"1";1,5;9,2;18,5
"Verspreide huizen Zuidwolde";"De Wolden                               ";"Buurt     ";"BU16900009";"1";2;9,5;18,7
"Wijk 01 Alteveer";"De Wolden                               ";"Wijk      ";"WK169001  ";"1";3,2;7,4;23,1
"Alteveer";"De Wolden                               ";"Buurt     ";"BU16900100";"1";3;7,5;23
"Verspreide huizen Alteveer";"De Wolden                               ";"Buurt     ";"BU16900109";"1";3,5;7,1;23,5
"Wijk 02 Kerkenveld";"De Wolden                               ";"Wijk      ";"WK169002  ";"1";4,5;9,2;24,5
"Kerkenveld";"De Wolden                               ";"Buurt     ";"BU16900200";"1";4,4;8,8;24,3
"Verspreide huizen Kerkenveld";"De Wolden                               ";"Buurt     ";"BU16900209";"1";4,6;10;25
"Wijk 03 Drogteropslagen";"De Wolden                               ";"Wijk      ";"WK169003  ";"1";3,9;12,6;26,4
"Drogteropslagen";"De Wolden                               ";"Buurt     ";"BU16900300";"1";3,8;12,5;26,6
"Verspreide huizen Drogteropslagen";"De Wolden                               ";"Buurt     ";"BU16900309";"1";4;12,8;26
"Wijk 04 Linde";"De Wolden                               ";"Wijk      ";"WK169004  ";"1";3,7;13,1;22,1
"Linde";"De Wolden                               ";"Buurt     ";"BU16900400";"1";4,2;13,1;22,1
"Verspreide huizen Linde";"De Wolden                               ";"Buurt     ";"BU16900409";"1";3,6;13,1;22,1
"Wijk 05 Fort";"De Wolden                               ";"Wijk      ";"WK169005  ";"1";4,9;13,8;16,9
"Fort";"De Wolden                               ";"Buurt     ";"BU16900500";"1";5,2;13,5;16,9
"Verspreide huizen Fort";"De Wolden                               ";"Buurt     ";"BU16900509";"1";4,8;13,9;16,8
"Wijk 06 Veeningen";"De Wolden                               ";"Wijk      ";"WK169006  ";"1";2,7;12,1;14,9
"Veeningen";"De Wolden                               ";"Buurt     ";"BU16900600";"1";3,1;12,6;14,4
"Verspreide huizen Veeningen";"De Wolden                               ";"Buurt     ";"BU16900609";"1";2,3;11,6;15,3
"Wijk 07 Echten";"De Wolden                               ";"Wijk      ";"WK169007  ";"1";2,2;7,9;17,6
"Echten";"De Wolden                               ";"Buurt     ";"BU16900700";"1";2,1;7,4;18,2
"Verspreide huizen Echten";"De Wolden                               ";"Buurt     ";"BU16900709";"1";2,4;8,5;16,9
"Wijk 08 Ruinen";"De Wolden                               ";"Wijk      ";"WK169008  ";"1";2,6;10,9;15,5
"Ruinen";"De Wolden                               ";"Buurt     ";"BU16900800";"1";2,7;10,9;15,5
"Oldenhave";"De Wolden                               ";"Buurt     ";"BU16900801";"1";2,9;12;14,8
"Ruinerweide";"De Wolden                               ";"Buurt     ";"BU16900802";"1";0,8;12;12
"Leeuwte";"De Wolden                               ";"Buurt     ";"BU16900803";"1";0,9;9,3;18,4
"Hees";"De Wolden                               ";"Buurt     ";"BU16900804";"1";1;10,4;15,7
"Verspreide huizen Ruinen";"De Wolden                               ";"Buurt     ";"BU16900809";"1";2,8;11,3;15,7
"Wijk 09 Eursinge";"De Wolden                               ";"Wijk      ";"WK169009  ";"1";0,9;7,1;20,9
"Eursinge en Pesse";"De Wolden                               ";"Buurt     ";"BU16900900";"1";0,5;6,3;21,3
"Verspreide huizen Pesse";"De Wolden                               ";"Buurt     ";"BU16900909";"1";1,5;8,1;20,5
