"Wijken en buurten";"Regioaanduiding/Gemeentenaam (naam)";"Regioaanduiding/Soort regio (omschrijving)";"Regioaanduiding/Codering (code)";"Regioaanduiding/Indelingswijziging wijken en buurten (code)";"Groenvoorzieningen/Openbaar groen/Afstand tot openbaar groen totaal (km)";"Groenvoorzieningen/Openbaar groen/Afstand tot park of plantsoen (km)";"Groenvoorzieningen/Openbaar groen/Afstand tot dagrecreatief terrein (km)";"Groenvoorzieningen/Openbaar groen/Afstand tot bos (km)";"Groenvoorzieningen/Openbaar groen/Afstand tot open natuurlijk terrein/Afstand tot open nat. terrein totaal (km)";"Groenvoorzieningen/Openbaar groen/Afstand tot open natuurlijk terrein/Afstand tot open droog nat. terrein (km)";"Groenvoorzieningen/Openbaar groen/Afstand tot open natuurlijk terrein/Afstand tot open nat natuurlijk terrein (km)";"Groenvoorzieningen/Semi-openbaar groen/Afstand tot semi-openbaar groen totaal (km)";"Groenvoorzieningen/Semi-openbaar groen/Afstand tot sportterrein (km)";"Groenvoorzieningen/Semi-openbaar groen/Afstand tot volkstuin (km)";"Groenvoorzieningen/Semi-openbaar groen/Afstand tot verblijfsrecreatief terrein (km)";"Groenvoorzieningen/Semi-openbaar groen/Afstand tot begraafplaats (km)";"Groenvoorzieningen/Afstand tot recreatief binnenwater (km)"
"Watervogelbuurt";"Amersfoort                              ";"Buurt     ";"BU03071003";"1";;;;;;;;;;;;;
"Liendert-Zuid";"Amersfoort                              ";"Buurt     ";"BU03071004";"1";;;;;;;;;;;;;
"Rustenburg";"Amersfoort                              ";"Wijk      ";"WK030711  ";"1";;;;;;;;;;;;;
"Rustenburg-Noord";"Amersfoort                              ";"Buurt     ";"BU03071100";"1";;;;;;;;;;;;;
"Rustenburg-Zuid";"Amersfoort                              ";"Buurt     ";"BU03071101";"1";;;;;;;;;;;;;
"Buitengebied-Oost";"Amersfoort                              ";"Wijk      ";"WK030712  ";"1";;;;;;;;;;;;;
"Bloeidaal";"Amersfoort                              ";"Buurt     ";"BU03071201";"1";;;;;;;;;;;;;
"Stoutenburg-Noord";"Amersfoort                              ";"Buurt     ";"BU03071202";"1";;;;;;;;;;;;;
"De Wieken";"Amersfoort                              ";"Buurt     ";"BU03071203";"1";;;;;;;;;;;;;
"Vinkenhoef";"Amersfoort                              ";"Buurt     ";"BU03071204";"1";;;;;;;;;;;;;
"Nijkerkerstraat e.o.";"Amersfoort                              ";"Buurt     ";"BU03071205";"1";;;;;;;;;;;;;
"Schuilenburg";"Amersfoort                              ";"Wijk      ";"WK030713  ";"1";;;;;;;;;;;;;
"Schuilenburg-Midden";"Amersfoort                              ";"Buurt     ";"BU03071300";"1";;;;;;;;;;;;;
"Schuilenburg-Noord";"Amersfoort                              ";"Buurt     ";"BU03071301";"1";;;;;;;;;;;;;
"Schuilenburg-Zuid";"Amersfoort                              ";"Buurt     ";"BU03071302";"1";;;;;;;;;;;;;
"Randenbroek";"Amersfoort                              ";"Wijk      ";"WK030714  ";"1";;;;;;;;;;;;;
"Willem III";"Amersfoort                              ";"Buurt     ";"BU03071400";"1";;;;;;;;;;;;;
"Componistenbuurt-Noord";"Amersfoort                              ";"Buurt     ";"BU03071401";"1";;;;;;;;;;;;;
"Componistenbuurt-Midden";"Amersfoort                              ";"Buurt     ";"BU03071402";"1";;;;;;;;;;;;;
"Componistenbuurt-Zuid";"Amersfoort                              ";"Buurt     ";"BU03071403";"1";;;;;;;;;;;;;
"Vermeerkwartier";"Amersfoort                              ";"Wijk      ";"WK030715  ";"1";;;;;;;;;;;;;
"Bekenstein / De Luiaard";"Amersfoort                              ";"Buurt     ";"BU03071500";"1";;;;;;;;;;;;;
"Vermeerkwartier-Oost";"Amersfoort                              ";"Buurt     ";"BU03071501";"1";;;;;;;;;;;;;
"Vermeerkwartier-West";"Amersfoort                              ";"Buurt     ";"BU03071502";"1";;;;;;;;;;;;;
"Dorrestein";"Amersfoort                              ";"Buurt     ";"BU03071503";"1";;;;;;;;;;;;;
"Leusderkwartier";"Amersfoort                              ";"Wijk      ";"WK030716  ";"1";;;;;;;;;;;;;
"De Driehoek";"Amersfoort                              ";"Buurt     ";"BU03071600";"1";;;;;;;;;;;;;
"Leusderkwartier-West";"Amersfoort                              ";"Buurt     ";"BU03071601";"1";;;;;;;;;;;;;
"Leusderkwartier-Oost";"Amersfoort                              ";"Buurt     ";"BU03071602";"1";;;;;;;;;;;;;
"Nimmerdor";"Amersfoort                              ";"Buurt     ";"BU03071603";"1";;;;;;;;;;;;;
"De Berg-Zuid";"Amersfoort                              ";"Wijk      ";"WK030717  ";"1";;;;;;;;;;;;;
"Westerstraat e.o.";"Amersfoort                              ";"Buurt     ";"BU03071700";"1";;;;;;;;;;;;;
"Juliana van Stolberg";"Amersfoort                              ";"Buurt     ";"BU03071701";"1";;;;;;;;;;;;;
"Huijgenslaan e.o.";"Amersfoort                              ";"Buurt     ";"BU03071702";"1";;;;;;;;;;;;;
"De Lichtenberg";"Amersfoort                              ";"Buurt     ";"BU03071703";"1";;;;;;;;;;;;;
"Verhoevenstraat e.o.";"Amersfoort                              ";"Buurt     ";"BU03071704";"1";;;;;;;;;;;;;
"Indische Buurt";"Amersfoort                              ";"Buurt     ";"BU03071705";"1";;;;;;;;;;;;;
"Klein Zwitserland-Laag";"Amersfoort                              ";"Buurt     ";"BU03071706";"1";;;;;;;;;;;;;
"Klein Zwitserland-Hoog";"Amersfoort                              ";"Buurt     ";"BU03071707";"1";;;;;;;;;;;;;
"De Berg-Noord";"Amersfoort                              ";"Wijk      ";"WK030718  ";"1";;;;;;;;;;;;;
"Regentesselaan e.o.";"Amersfoort                              ";"Buurt     ";"BU03071800";"1";;;;;;;;;;;;;
"Stationsbuurt";"Amersfoort                              ";"Buurt     ";"BU03071801";"1";;;;;;;;;;;;;
"Staatsliedenbuurt-Oost";"Amersfoort                              ";"Buurt     ";"BU03071802";"1";;;;;;;;;;;;;
"Staatsliedenbuurt-West";"Amersfoort                              ";"Buurt     ";"BU03071803";"1";;;;;;;;;;;;;
"Oranjebuurt";"Amersfoort                              ";"Buurt     ";"BU03071804";"1";;;;;;;;;;;;;
"Hoogland";"Amersfoort                              ";"Wijk      ";"WK030719  ";"1";;;;;;;;;;;;;
"De Ham";"Amersfoort                              ";"Buurt     ";"BU03071900";"1";;;;;;;;;;;;;
"Langenoord";"Amersfoort                              ";"Buurt     ";"BU03071901";"1";;;;;;;;;;;;;
"Bieshaar-Noord";"Amersfoort                              ";"Buurt     ";"BU03071902";"1";;;;;;;;;;;;;
"Bieshaar-Zuid";"Amersfoort                              ";"Buurt     ";"BU03071903";"1";;;;;;;;;;;;;
"De Bik";"Amersfoort                              ";"Buurt     ";"BU03071904";"1";;;;;;;;;;;;;
"De Brinken";"Amersfoort                              ";"Buurt     ";"BU03071905";"1";;;;;;;;;;;;;
"De Biezen";"Amersfoort                              ";"Buurt     ";"BU03071906";"1";;;;;;;;;;;;;
"Zielhorst";"Amersfoort                              ";"Wijk      ";"WK030720  ";"1";;;;;;;;;;;;;
"Vlinderbuurt";"Amersfoort                              ";"Buurt     ";"BU03072000";"1";;;;;;;;;;;;;
"Erasmusstraat e.o.";"Amersfoort                              ";"Buurt     ";"BU03072001";"1";;;;;;;;;;;;;
"Muziekbuurt-Noord";"Amersfoort                              ";"Buurt     ";"BU03072002";"1";;;;;;;;;;;;;
"Muziekbuurt-Zuid";"Amersfoort                              ";"Buurt     ";"BU03072003";"1";;;;;;;;;;;;;
"Architectenbuurt-Oost";"Amersfoort                              ";"Buurt     ";"BU03072004";"1";;;;;;;;;;;;;
"Architectenbuurt-West";"Amersfoort                              ";"Buurt     ";"BU03072005";"1";;;;;;;;;;;;;
"Sportpark Zielhorst";"Amersfoort                              ";"Buurt     ";"BU03072006";"1";;;;;;;;;;;;;
"De Brand";"Amersfoort                              ";"Buurt     ";"BU03072007";"1";;;;;;;;;;;;;
"Kattenbroek";"Amersfoort                              ";"Wijk      ";"WK030721  ";"1";;;;;;;;;;;;;
"Donken en zanden";"Amersfoort                              ";"Buurt     ";"BU03072100";"1";;;;;;;;;;;;;
"Paddenstoelenbuurt";"Amersfoort                              ";"Buurt     ";"BU03072101";"1";;;;;;;;;;;;;
"Woudzoom e.o.";"Amersfoort                              ";"Buurt     ";"BU03072102";"1";;;;;;;;;;;;;
"Wintertuinen";"Amersfoort                              ";"Buurt     ";"BU03072103";"1";;;;;;;;;;;;;
"De Verwondering e.o.";"Amersfoort                              ";"Buurt     ";"BU03072104";"1";;;;;;;;;;;;;
"Emiclaer";"Amersfoort                              ";"Buurt     ";"BU03072105";"1";;;;;;;;;;;;;
"Groote Kreek e.o.";"Amersfoort                              ";"Buurt     ";"BU03072106";"1";;;;;;;;;;;;;
"Boerderijenkamer";"Amersfoort                              ";"Buurt     ";"BU03072107";"1";;;;;;;;;;;;;
"Kattenbroek-Noord";"Amersfoort                              ";"Buurt     ";"BU03072108";"1";;;;;;;;;;;;;
"Calveen";"Amersfoort                              ";"Wijk      ";"WK030722  ";"1";;;;;;;;;;;;;
"Calveen";"Amersfoort                              ";"Buurt     ";"BU03072201";"1";;;;;;;;;;;;;
"Nieuwland";"Amersfoort                              ";"Wijk      ";"WK030724  ";"1";;;;;;;;;;;;;
"Stadskwartier";"Amersfoort                              ";"Buurt     ";"BU03072400";"1";;;;;;;;;;;;;
"Hoge Hoven";"Amersfoort                              ";"Buurt     ";"BU03072402";"1";;;;;;;;;;;;;
"Centrum / Waterpark";"Amersfoort                              ";"Buurt     ";"BU03072403";"1";;;;;;;;;;;;;
"Stadstuin";"Amersfoort                              ";"Buurt     ";"BU03072404";"1";;;;;;;;;;;;;
"Waterkwartier";"Amersfoort                              ";"Buurt     ";"BU03072405";"1";;;;;;;;;;;;;
"Kruidenbuurt";"Amersfoort                              ";"Buurt     ";"BU03072407";"1";;;;;;;;;;;;;
"De Hoef";"Amersfoort                              ";"Wijk      ";"WK030725  ";"1";;;;;;;;;;;;;
"Hoefkwartier";"Amersfoort                              ";"Buurt     ";"BU03072500";"1";;;;;;;;;;;;;
"De Hoef-Oost";"Amersfoort                              ";"Buurt     ";"BU03072501";"1";;;;;;;;;;;;;
"Hooglanderveen";"Amersfoort                              ";"Wijk      ";"WK030726  ";"1";;;;;;;;;;;;;
"Dorpskern Hooglanderveen";"Amersfoort                              ";"Buurt     ";"BU03072600";"1";;;;;;;;;;;;;
"Lient e.o.";"Amersfoort                              ";"Buurt     ";"BU03072601";"1";;;;;;;;;;;;;
"Hoekveen e.o.";"Amersfoort                              ";"Buurt     ";"BU03072602";"1";;;;;;;;;;;;;
"Heideweg e.o.";"Amersfoort                              ";"Buurt     ";"BU03072603";"1";;;;;;;;;;;;;
"Hoogland-West";"Amersfoort                              ";"Wijk      ";"WK030727  ";"1";;;;;;;;;;;;;
"Coelhorst";"Amersfoort                              ";"Buurt     ";"BU03072700";"1";;;;;;;;;;;;;
"Zeldert";"Amersfoort                              ";"Buurt     ";"BU03072701";"1";;;;;;;;;;;;;
"De Schans";"Amersfoort                              ";"Buurt     ";"BU03072709";"1";;;;;;;;;;;;;
"Vathorst-De Velden";"Amersfoort                              ";"Wijk      ";"WK030728  ";"1";;;;;;;;;;;;;
"Park van de Tijden-West";"Amersfoort                              ";"Buurt     ";"BU03072800";"1";;;;;;;;;;;;;
"Dassenberg e.o.";"Amersfoort                              ";"Buurt     ";"BU03072801";"1";;;;;;;;;;;;;
"Park van de Tijden-Oost";"Amersfoort                              ";"Buurt     ";"BU03072802";"1";;;;;;;;;;;;;
"Duisterweg e.o.";"Amersfoort                              ";"Buurt     ";"BU03072803";"1";;;;;;;;;;;;;
"Eilandengroepenbuurt";"Amersfoort                              ";"Buurt     ";"BU03072804";"1";;;;;;;;;;;;;
"Vathorst-Centrum";"Amersfoort                              ";"Wijk      ";"WK030729  ";"1";;;;;;;;;;;;;
"Polderbuurt-Noord";"Amersfoort                              ";"Buurt     ";"BU03072900";"1";;;;;;;;;;;;;
"Winkelcentrum Vathorst";"Amersfoort                              ";"Buurt     ";"BU03072901";"1";;;;;;;;;;;;;
"Damespolderbuurt";"Amersfoort                              ";"Buurt     ";"BU03072902";"1";;;;;;;;;;;;;
"Vathorst-De Bron";"Amersfoort                              ";"Wijk      ";"WK030730  ";"1";;;;;;;;;;;;;
"De Bron-Noord";"Amersfoort                              ";"Buurt     ";"BU03073000";"1";;;;;;;;;;;;;
"De Bron-Zuid";"Amersfoort                              ";"Buurt     ";"BU03073001";"1";;;;;;;;;;;;;
"Vathorst-De Laak";"Amersfoort                              ";"Wijk      ";"WK030731  ";"1";;;;;;;;;;;;;
"Waddeneilandenbuurt";"Amersfoort                              ";"Buurt     ";"BU03073100";"1";;;;;;;;;;;;;
"Zuiderzeestedenbuurt-Oost";"Amersfoort                              ";"Buurt     ";"BU03073101";"1";;;;;;;;;;;;;
"Zuiderzeestedenbuurt-West";"Amersfoort                              ";"Buurt     ";"BU03073102";"1";;;;;;;;;;;;;
"De Baken";"Amersfoort                              ";"Buurt     ";"BU03073103";"1";;;;;;;;;;;;;
"Laakse Tuinen";"Amersfoort                              ";"Buurt     ";"BU03073104";"1";;;;;;;;;;;;;
"Over de Laak";"Amersfoort                              ";"Buurt     ";"BU03073105";"1";;;;;;;;;;;;;
"Podium";"Amersfoort                              ";"Buurt     ";"BU03073106";"1";;;;;;;;;;;;;
"Vathorst-Bovenduist";"Amersfoort                              ";"Wijk      ";"WK030732  ";"1";;;;;;;;;;;;;
"Vathorst-Bovenduist";"Amersfoort                              ";"Buurt     ";"BU03073201";"1";;;;;;;;;;;;;
"Bedrijventerrein Vathorst";"Amersfoort                              ";"Wijk      ";"WK030733  ";"1";;;;;;;;;;;;;
"Bedrijventerrein Vathorst-Zuid";"Amersfoort                              ";"Buurt     ";"BU03073301";"1";;;;;;;;;;;;;
"Bedrijventerrein Vathorst-Noord";"Amersfoort                              ";"Buurt     ";"BU03073302";"1";;;;;;;;;;;;;
"Olympus";"Amersfoort                              ";"Buurt     ";"BU03073303";"1";;;;;;;;;;;;;
"Lindeboomseweg e.o.";"Amersfoort                              ";"Buurt     ";"BU03073304";"1";;;;;;;;;;;;;
"Bosgebied";"Amersfoort                              ";"Wijk      ";"WK030734  ";"1";;;;;;;;;;;;;
"Birkhoven / Bokkeduinen";"Amersfoort                              ";"Buurt     ";"BU03073401";"1";;;;;;;;;;;;;
"Vlasakkers";"Amersfoort                              ";"Buurt     ";"BU03073402";"1";;;;;;;;;;;;;
"Zon en Schild";"Amersfoort                              ";"Buurt     ";"BU03073403";"1";;;;;;;;;;;;;
"Amstelveen";"Amstelveen                              ";"Gemeente  ";"GM0362    ";"1";;;;;;;;;;;;;
"Randwijck";"Amstelveen                              ";"Wijk      ";"WK036201  ";"1";;;;;;;;;;;;;
"Randwijck West";"Amstelveen                              ";"Buurt     ";"BU03620101";"1";;;;;;;;;;;;;
"Randwijck Oost";"Amstelveen                              ";"Buurt     ";"BU03620102";"1";;;;;;;;;;;;;
"Patrimonium";"Amstelveen                              ";"Wijk      ";"WK036202  ";"1";;;;;;;;;;;;;
"Oranjebuurt";"Amstelveen                              ";"Buurt     ";"BU03620201";"1";;;;;;;;;;;;;
"Patrimonium";"Amstelveen                              ";"Buurt     ";"BU03620202";"1";;;;;;;;;;;;;
"Elsrijk";"Amstelveen                              ";"Wijk      ";"WK036203  ";"1";;;;;;;;;;;;;
"Elsrijk West";"Amstelveen                              ";"Buurt     ";"BU03620301";"1";;;;;;;;;;;;;
"Kruiskerkbuurt";"Amstelveen                              ";"Buurt     ";"BU03620302";"1";;;;;;;;;;;;;
"Vredeveldbuurt";"Amstelveen                              ";"Buurt     ";"BU03620303";"1";;;;;;;;;;;;;
"Elsrijk Oost";"Amstelveen                              ";"Buurt     ";"BU03620304";"1";;;;;;;;;;;;;
"Stadshart";"Amstelveen                              ";"Wijk      ";"WK036204  ";"1";;;;;;;;;;;;;
"Stadshart";"Amstelveen                              ";"Buurt     ";"BU03620401";"1";;;;;;;;;;;;;
"Uilenstede, Kronenburg";"Amstelveen                              ";"Wijk      ";"WK036205  ";"1";;;;;;;;;;;;;
"Uilenstede";"Amstelveen                              ";"Buurt     ";"BU03620501";"1";;;;;;;;;;;;;
"Kronenburg";"Amstelveen                              ";"Buurt     ";"BU03620502";"1";;;;;;;;;;;;;
"Bankras, Kostverloren";"Amstelveen                              ";"Wijk      ";"WK036206  ";"1";;;;;;;;;;;;;
"Heldenbuurt";"Amstelveen                              ";"Buurt     ";"BU03620601";"1";;;;;;;;;;;;;
"Zeestratenbuurt";"Amstelveen                              ";"Buurt     ";"BU03620602";"1";;;;;;;;;;;;;
"Boekenbuurt";"Amstelveen                              ";"Buurt     ";"BU03620603";"1";;;;;;;;;;;;;
"Operabuurt";"Amstelveen                              ";"Buurt     ";"BU03620604";"1";;;;;;;;;;;;;
"Buitengebied Noord";"Amstelveen                              ";"Wijk      ";"WK036207  ";"1";;;;;;;;;;;;;
"Middelpolder";"Amstelveen                              ";"Buurt     ";"BU03620701";"1";;;;;;;;;;;;;
"Buurt over Ouderkerk";"Amstelveen                              ";"Buurt     ";"BU03620702";"1";;;;;;;;;;;;;
"Keizer Karelpark";"Amstelveen                              ";"Wijk      ";"WK036208  ";"1";;;;;;;;;;;;;
"Oude Dorp";"Amstelveen                              ";"Buurt     ";"BU03620801";"1";;;;;;;;;;;;;
"Kastanjebuurt";"Amstelveen                              ";"Buurt     ";"BU03620802";"1";;;;;;;;;;;;;
"Van der Leekbuurt";"Amstelveen                              ";"Buurt     ";"BU03620803";"1";;;;;;;;;;;;;
"Populierenbuurt";"Amstelveen                              ";"Buurt     ";"BU03620804";"1";;;;;;;;;;;;;
"Augustinuspark";"Amstelveen                              ";"Buurt     ";"BU03620805";"1";;;;;;;;;;;;;
"Startbaanbuurt";"Amstelveen                              ";"Buurt     ";"BU03620806";"1";;;;;;;;;;;;;
"Groenelaan";"Amstelveen                              ";"Wijk      ";"WK036209  ";"1";;;;;;;;;;;;;
"Langerhuize";"Amstelveen                              ";"Buurt     ";"BU03620901";"1";;;;;;;;;;;;;
"Alpen Rondwegbuurt";"Amstelveen                              ";"Buurt     ";"BU03620902";"1";;;;;;;;;;;;;
"In de Wolkenbuurt";"Amstelveen                              ";"Buurt     ";"BU03620903";"1";;;;;;;;;;;;;
"Watercirkelbuurt";"Amstelveen                              ";"Buurt     ";"BU03620904";"1";;;;;;;;;;;;;
"Kringloopbuurt";"Amstelveen                              ";"Buurt     ";"BU03620905";"1";;;;;;;;;;;;;
"Waardhuizen, Middenhoven";"Amstelveen                              ";"Wijk      ";"WK036210  ";"1";;;;;;;;;;;;;
"Beroepenbuurt";"Amstelveen                              ";"Buurt     ";"BU03621001";"1";;;;;;;;;;;;;
"Hemellichamenbuurt";"Amstelveen                              ";"Buurt     ";"BU03621002";"1";;;;;;;;;;;;;
"Punterbuurt";"Amstelveen                              ";"Buurt     ";"BU03621003";"1";;;;;;;;;;;;;
"Molenbuurt";"Amstelveen                              ";"Buurt     ";"BU03621004";"1";;;;;;;;;;;;;
"Galjoenbuurt";"Amstelveen                              ";"Buurt     ";"BU03621005";"1";;;;;;;;;;;;;
"Bovenkerk - Westwijk Noord";"Amstelveen                              ";"Wijk      ";"WK036211  ";"1";;;;;;;;;;;;;
"Bovenkerk";"Amstelveen                              ";"Buurt     ";"BU03621101";"1";;;;;;;;;;;;;
"Buitenplaatsenbuurt";"Amstelveen                              ";"Buurt     ";"BU03621102";"1";;;;;;;;;;;;;
"Betsy Perkbuurt";"Amstelveen                              ";"Buurt     ";"BU03621103";"1";;;;;;;;;;;;;
"Legmeer";"Amstelveen                              ";"Buurt     ";"BU03621104";"1";;;;;;;;;;;;;
"Landschappenbuurt";"Amstelveen                              ";"Buurt     ";"BU03621105";"1";;;;;;;;;;;;;
"Theaterbuurt";"Amstelveen                              ";"Buurt     ";"BU03621106";"1";;;;;;;;;;;;;
"Westwijk Zuid";"Amstelveen                              ";"Wijk      ";"WK036212  ";"1";;;;;;;;;;;;;
"Kastelenbuurt";"Amstelveen                              ";"Buurt     ";"BU03621201";"1";;;;;;;;;;;;;
"Schrijversbuurt";"Amstelveen                              ";"Buurt     ";"BU03621202";"1";;;;;;;;;;;;;
"Kruidenbuurt";"Amstelveen                              ";"Buurt     ";"BU03621203";"1";;;;;;;;;;;;;
"De Scheg";"Amstelveen                              ";"Buurt     ";"BU03621204";"1";;;;;;;;;;;;;
"Buitengebied Zuid";"Amstelveen                              ";"Wijk      ";"WK036213  ";"1";;;;;;;;;;;;;
"Nes aan de Amstel";"Amstelveen                              ";"Buurt     ";"BU03621301";"1";;;;;;;;;;;;;
"Legmeerpolder";"Amstelveen                              ";"Buurt     ";"BU03621302";"1";;;;;;;;;;;;;
"Amsterdamse Bos";"Amstelveen                              ";"Wijk      ";"WK036214  ";"1";;;;;;;;;;;;;
"Amsterdamse Bos Noord";"Amstelveen                              ";"Buurt     ";"BU03621401";"1";;;;;;;;;;;;;
"Amsterdamse Bos Zuid";"Amstelveen                              ";"Buurt     ";"BU03621402";"1";;;;;;;;;;;;;
"Amsterdam";"Amsterdam                               ";"Gemeente  ";"GM0363    ";"1";;;;;;;;;;;;;
"Haarlemmerbuurt";"Amsterdam                               ";"Wijk      ";"WK0363AA  ";"1";;;;;;;;;;;;;
"Planciusbuurt-Noord";"Amsterdam                               ";"Buurt     ";"BU0363AA01";"1";;;;;;;;;;;;;
